subject_id,condition,phase_index,window_index,start_time,end_time,duration,n_samples_eda,label
S03,STRESS,3,3,1362601089.0,1362601149.0,60,240,stress
S03,STRESS,4,0,1362601165.0,1362601225.0,60,240,rest
S03,STRESS,4,1,1362601225.0,1362601285.0,60,240,rest
S03,STRESS,5,0,1362601293.0,1362601353.0,60,240,stress
S03,STRESS,5,1,1362601353.0,1362601413.0,60,240,stress
S03,STRESS,5,2,1362601413.0,1362601473.0,60,240,stress
S03,STRESS,5,3,1362601473.0,1362601533.0,60,240,stress
S04,STRESS,0,0,1361719610.0,1361719670.0,60,240,rest
S04,STRESS,0,1,1361719670.0,1361719730.0,60,240,rest
S04,STRESS,0,2,1361719730.0,1361719790.0,60,240,rest
S04,STRESS,1,0,1361719790.0,1361719850.0,60,240,stress
S04,STRESS,1,1,1361719850.0,1361719910.0,60,240,stress
S04,STRESS,2,0,1361719948.0,1361720008.0,60,240,rest
S04,STRESS,3,0,1361720044.0,1361720104.0,60,240,stress
S04,STRESS,3,1,1361720104.0,1361720164.0,60,240,stress
S04,STRESS,3,2,1361720164.0,1361720224.0,60,240,stress
S04,STRESS,3,3,1361720224.0,1361720284.0,60,240,stress
S04,STRESS,3,4,1361720284.0,1361720344.0,60,240,stress
S04,STRESS,3,5,1361720344.0,1361720404.0,60,240,stress
S04,STRESS,4,0,1361720418.0,1361720478.0,60,240,rest
S04,STRESS,4,1,1361720478.0,1361720538.0,60,240,rest
S04,STRESS,5,0,1361720555.0,1361720615.0,60,240,stress
S04,STRESS,5,1,1361720615.0,1361720675.0,60,240,stress
S04,STRESS,5,2,1361720675.0,1361720735.0,60,240,stress
S04,STRESS,5,3,1361720735.0,1361720795.0,60,240,stress
S04,STRESS,5,4,1361720795.0,1361720855.0,60,240,stress
S05,STRESS,0,0,1361630982.0,1361631042.0,60,240,rest
S05,STRESS,0,1,1361631042.0,1361631102.0,60,240,rest
S05,STRESS,0,2,1361631102.0,1361631162.0,60,240,rest
S05,STRESS,1,0,1361631165.0,1361631225.0,60,240,stress
S05,STRESS,2,0,1361631264.0,1361631324.0,60,240,rest
S05,STRESS,3,0,1361631376.0,1361631436.0,60,240,stress
S05,STRESS,3,1,1361631436.0,1361631496.0,60,240,stress
S05,STRESS,3,2,1361631496.0,1361631556.0,60,240,stress
S05,STRESS,3,3,1361631556.0,1361631616.0,60,240,stress
S05,STRESS,3,4,1361631616.0,1361631676.0,60,240,stress
S05,STRESS,4,0,1361631712.0,1361631772.0,60,240,rest
S05,STRESS,4,1,1361631772.0,1361631832.0,60,240,rest
S05,STRESS,5,0,1361631881.0,1361631941.0,60,240,stress
S05,STRESS,5,1,1361631941.0,1361632001.0,60,240,stress
S05,STRESS,5,2,1361632001.0,1361632061.0,60,240,stress
S05,STRESS,7,0,1361632142.0,1361632202.0,60,240,unknown
S06,STRESS,0,0,1361633034.0,1361633094.0,60,240,rest
S06,STRESS,0,1,1361633094.0,1361633154.0,60,240,rest
S06,STRESS,0,2,1361633154.0,1361633214.0,60,240,rest
S06,STRESS,1,0,1361633227.0,1361633287.0,60,240,stress
S06,STRESS,2,0,1361633313.0,1361633373.0,60,240,rest
S06,STRESS,2,1,1361633373.0,1361633433.0,60,240,rest
S06,STRESS,3,0,1361633441.0,1361633501.0,60,240,stress
S06,STRESS,3,1,1361633501.0,1361633561.0,60,240,stress
S06,STRESS,3,2,1361633561.0,1361633621.0,60,240,stress
S06,STRESS,3,3,1361633621.0,1361633681.0,60,240,stress
S06,STRESS,3,4,1361633681.0,1361633741.0,60,240,stress
S06,STRESS,4,0,1361633775.0,1361633835.0,60,240,rest
S06,STRESS,4,1,1361633835.0,1361633895.0,60,240,rest
S06,STRESS,5,0,1361633915.0,1361633975.0,60,240,stress
S06,STRESS,5,1,1361633975.0,1361634035.0,60,240,stress
S06,STRESS,5,2,1361634035.0,1361634095.0,60,240,stress
S06,STRESS,5,3,1361634095.0,1361634155.0,60,240,stress
S06,STRESS,5,4,1361634155.0,1361634215.0,60,240,stress
S07,STRESS,0,0,1361717390.0,1361717450.0,60,240,rest
S07,STRESS,0,1,1361717450.0,1361717510.0,60,240,rest
S07,STRESS,1,0,1361717553.0,1361717613.0,60,240,stress
S07,STRESS,2,0,1361717664.0,1361717724.0,60,240,rest
S07,STRESS,3,0,1361717767.0,1361717827.0,60,240,stress
S07,STRESS,3,1,1361717827.0,1361717887.0,60,240,stress
S07,STRESS,3,2,1361717887.0,1361717947.0,60,240,stress
S07,STRESS,3,3,1361717947.0,1361718007.0,60,240,stress
S07,STRESS,4,0,1361718039.0,1361718099.0,60,240,rest
S07,STRESS,4,1,1361718099.0,1361718159.0,60,240,rest
S07,STRESS,5,0,1361718168.0,1361718228.0,60,240,stress
S07,STRESS,5,1,1361718228.0,1361718288.0,60,240,stress
S07,STRESS,5,2,1361718288.0,1361718348.0,60,240,stress
S07,STRESS,5,3,1361718348.0,1361718408.0,60,240,stress
S08,STRESS,0,0,1361646168.0,1361646228.0,60,240,rest
S08,STRESS,0,1,1361646228.0,1361646288.0,60,240,rest
S08,STRESS,1,0,1361646344.0,1361646404.0,60,240,stress
S08,STRESS,1,1,1361646404.0,1361646464.0,60,240,stress
S08,STRESS,2,0,1361646489.0,1361646549.0,60,240,rest
S08,STRESS,3,0,1361646594.0,1361646654.0,60,240,stress
S08,STRESS,3,1,1361646654.0,1361646714.0,60,240,stress
S08,STRESS,3,2,1361646714.0,1361646774.0,60,240,stress
S08,STRESS,3,3,1361646774.0,1361646834.0,60,240,stress
S08,STRESS,4,0,1361646883.0,1361646943.0,60,240,rest
S08,STRESS,4,1,1361646943.0,1361647003.0,60,240,rest
S08,STRESS,5,0,1361647038.0,1361647098.0,60,240,stress
S08,STRESS,5,1,1361647098.0,1361647158.0,60,240,stress
S08,STRESS,5,2,1361647158.0,1361647218.0,60,240,stress
S08,STRESS,5,3,1361647218.0,1361647278.0,60,240,stress
S09,STRESS,0,0,1361715482.0,1361715542.0,60,240,rest
S09,STRESS,0,1,1361715542.0,1361715602.0,60,240,rest
S09,STRESS,0,2,1361715602.0,1361715662.0,60,240,rest
S09,STRESS,1,0,1361715674.0,1361715734.0,60,240,stress
S09,STRESS,2,0,1361715773.0,1361715833.0,60,240,rest
S09,STRESS,3,0,1361715872.0,1361715932.0,60,240,stress
S09,STRESS,3,1,1361715932.0,1361715992.0,60,240,stress
S09,STRESS,3,2,1361715992.0,1361716052.0,60,240,stress
S09,STRESS,3,3,1361716052.0,1361716112.0,60,240,stress
S09,STRESS,4,0,1361716114.0,1361716174.0,60,240,rest
S09,STRESS,4,1,1361716174.0,1361716234.0,60,240,rest
S09,STRESS,5,0,1361716245.0,1361716305.0,60,240,stress
S09,STRESS,5,1,1361716305.0,1361716365.0,60,240,stress
S09,STRESS,5,2,1361716365.0,1361716425.0,60,240,stress
S09,STRESS,5,3,1361716425.0,1361716485.0,60,240,stress
S10,STRESS,0,0,1361653474.0,1361653534.0,60,240,rest
S10,STRESS,0,1,1361653534.0,1361653594.0,60,240,rest
S10,STRESS,0,2,1361653594.0,1361653654.0,60,240,rest
S10,STRESS,1,0,1361653658.0,1361653718.0,60,240,stress
S10,STRESS,2,0,1361653767.0,1361653827.0,60,240,rest
S10,STRESS,3,0,1361653884.0,1361653944.0,60,240,stress
S10,STRESS,3,1,1361653944.0,1361654004.0,60,240,stress
S10,STRESS,3,2,1361654004.0,1361654064.0,60,240,stress
S10,STRESS,3,3,1361654064.0,1361654124.0,60,240,stress
S10,STRESS,3,4,1361654124.0,1361654184.0,60,240,stress
S10,STRESS,3,5,1361654184.0,1361654244.0,60,240,stress
S10,STRESS,4,0,1361654246.0,1361654306.0,60,240,rest
S10,STRESS,4,1,1361654306.0,1361654366.0,60,240,rest
S10,STRESS,5,0,1361654381.0,1361654441.0,60,240,stress
S10,STRESS,5,1,1361654441.0,1361654501.0,60,240,stress
S10,STRESS,5,2,1361654501.0,1361654561.0,60,240,stress
S10,STRESS,5,3,1361654561.0,1361654621.0,60,240,stress
S10,STRESS,5,4,1361654621.0,1361654681.0,60,240,stress
S10,STRESS,5,5,1361654681.0,1361654741.0,60,240,stress
S11,STRESS,0,0,1361710329.0,1361710389.0,60,240,rest
S11,STRESS,0,1,1361710389.0,1361710449.0,60,240,rest
S11,STRESS,1,0,1361710499.0,1361710559.0,60,240,stress
S11,STRESS,2,0,1361710608.0,1361710668.0,60,240,rest
S11,STRESS,2,1,1361710668.0,1361710728.0,60,240,rest
S11,STRESS,3,0,1361710760.0,1361710820.0,60,240,stress
S11,STRESS,3,1,1361710820.0,1361710880.0,60,240,stress
S11,STRESS,3,2,1361710880.0,1361710940.0,60,240,stress
S11,STRESS,3,3,1361710940.0,1361711000.0,60,240,stress
S11,STRESS,4,0,1361711039.0,1361711099.0,60,240,rest
S11,STRESS,4,1,1361711099.0,1361711159.0,60,240,rest
S11,STRESS,5,0,1361711190.0,1361711250.0,60,240,stress
S11,STRESS,5,1,1361711250.0,1361711310.0,60,240,stress
S11,STRESS,5,2,1361711310.0,1361711370.0,60,240,stress
S11,STRESS,5,3,1361711370.0,1361711430.0,60,240,stress
S12,STRESS,0,0,1361712501.0,1361712561.0,60,240,rest
S12,STRESS,0,1,1361712561.0,1361712621.0,60,240,rest
S12,STRESS,0,2,1361712621.0,1361712681.0,60,240,rest
S12,STRESS,1,0,1361712700.0,1361712760.0,60,240,stress
S12,STRESS,2,0,1361712803.0,1361712863.0,60,240,rest
S12,STRESS,3,0,1361712912.0,1361712972.0,60,240,stress
S12,STRESS,3,1,1361712972.0,1361713032.0,60,240,stress
S12,STRESS,3,2,1361713032.0,1361713092.0,60,240,stress
S12,STRESS,3,3,1361713092.0,1361713152.0,60,240,stress
S12,STRESS,3,4,1361713152.0,1361713212.0,60,240,stress
S12,STRESS,4,0,1361713267.0,1361713327.0,60,240,rest
S12,STRESS,4,1,1361713327.0,1361713387.0,60,240,rest
S12,STRESS,5,0,1361713398.0,1361713458.0,60,240,stress
S12,STRESS,5,1,1361713458.0,1361713518.0,60,240,stress
S12,STRESS,5,2,1361713518.0,1361713578.0,60,240,stress
S12,STRESS,5,3,1361713578.0,1361713638.0,60,240,stress
S12,STRESS,5,4,1361713638.0,1361713698.0,60,240,stress
S13,STRESS,0,0,1361736517.0,1361736577.0,60,240,rest
S13,STRESS,0,1,1361736577.0,1361736637.0,60,240,rest
S13,STRESS,0,2,1361736637.0,1361736697.0,60,240,rest
S13,STRESS,1,0,1361736726.0,1361736786.0,60,240,stress
S13,STRESS,2,0,1361736845.0,1361736905.0,60,240,rest
S13,STRESS,3,0,1361736958.0,1361737018.0,60,240,stress
S13,STRESS,3,1,1361737018.0,1361737078.0,60,240,stress
S13,STRESS,3,2,1361737078.0,1361737138.0,60,240,stress
S13,STRESS,3,3,1361737138.0,1361737198.0,60,240,stress
S13,STRESS,3,4,1361737198.0,1361737258.0,60,240,stress
S13,STRESS,3,5,1361737258.0,1361737318.0,60,240,stress
S13,STRESS,4,0,1361737319.0,1361737379.0,60,240,rest
S13,STRESS,4,1,1361737379.0,1361737439.0,60,240,rest
S13,STRESS,5,0,1361737446.0,1361737506.0,60,240,stress
S13,STRESS,5,1,1361737506.0,1361737566.0,60,240,stress
S13,STRESS,5,2,1361737566.0,1361737626.0,60,240,stress
S13,STRESS,5,3,1361737626.0,1361737686.0,60,240,stress
S14,STRESS,0,0,1361738463.0,1361738523.0,60,240,rest
S14,STRESS,0,1,1361738523.0,1361738583.0,60,240,rest
S14,STRESS,0,2,1361738583.0,1361738643.0,60,240,rest
S14,STRESS,1,0,1361738673.0,1361738733.0,60,240,stress
S14,STRESS,1,1,1361738733.0,1361738793.0,60,240,stress
S14,STRESS,2,0,1361738799.0,1361738859.0,60,240,rest
S14,STRESS,3,0,1361738908.0,1361738968.0,60,240,stress
S14,STRESS,3,1,1361738968.0,1361739028.0,60,240,stress
S14,STRESS,3,2,1361739028.0,1361739088.0,60,240,stress
S14,STRESS,3,3,1361739088.0,1361739148.0,60,240,stress
S14,STRESS,3,4,1361739148.0,1361739208.0,60,240,stress
S14,STRESS,4,0,1361739260.0,1361739320.0,60,240,rest
S14,STRESS,4,1,1361739320.0,1361739380.0,60,240,rest
S14,STRESS,5,0,1361739397.0,1361739457.0,60,240,stress
S14,STRESS,5,1,1361739457.0,1361739517.0,60,240,stress
S14,STRESS,5,2,1361739517.0,1361739577.0,60,240,stress
S14,STRESS,5,3,1361739577.0,1361739637.0,60,240,stress
S14,STRESS,5,4,1361739637.0,1361739697.0,60,240,stress
S15,STRESS,0,0,1361803157.0,1361803217.0,60,240,rest
S15,STRESS,0,1,1361803217.0,1361803277.0,60,240,rest
S15,STRESS,0,2,1361803277.0,1361803337.0,60,240,rest
S15,STRESS,1,0,1361803364.0,1361803424.0,60,240,stress
S15,STRESS,2,0,1361803435.0,1361803495.0,60,240,rest
S15,STRESS,3,0,1361803545.0,1361803605.0,60,240,stress
S15,STRESS,3,1,1361803605.0,1361803665.0,60,240,stress
S15,STRESS,3,2,1361803665.0,1361803725.0,60,240,stress
S15,STRESS,3,3,1361803725.0,1361803785.0,60,240,stress
S15,STRESS,3,4,1361803785.0,1361803845.0,60,240,stress
S15,STRESS,4,0,1361803896.0,1361803956.0,60,240,rest
S15,STRESS,4,1,1361803956.0,1361804016.0,60,240,rest
S15,STRESS,5,0,1361804058.0,1361804118.0,60,240,stress
S15,STRESS,5,1,1361804118.0,1361804178.0,60,240,stress
S15,STRESS,5,2,1361804178.0,1361804238.0,60,240,stress
S15,STRESS,5,3,1361804238.0,1361804298.0,60,240,stress
S15,STRESS,5,4,1361804298.0,1361804358.0,60,240,stress
S16,STRESS,0,0,1361812884.0,1361812944.0,60,240,rest
S16,STRESS,0,1,1361812944.0,1361813004.0,60,240,rest
S16,STRESS,0,2,1361813004.0,1361813064.0,60,240,rest
S16,STRESS,1,0,1361813077.0,1361813137.0,60,240,stress
S16,STRESS,2,0,1361813180.0,1361813240.0,60,240,rest
S16,STRESS,3,0,1361813281.0,1361813341.0,60,240,stress
S16,STRESS,3,1,1361813341.0,1361813401.0,60,240,stress
S16,STRESS,3,2,1361813401.0,1361813461.0,60,240,stress
S16,STRESS,4,0,1361813513.0,1361813573.0,60,240,rest
S16,STRESS,4,1,1361813573.0,1361813633.0,60,240,rest
S16,STRESS,5,0,1361813665.0,1361813725.0,60,240,stress
S16,STRESS,5,1,1361813725.0,1361813785.0,60,240,stress
S16,STRESS,5,2,1361813785.0,1361813845.0,60,240,stress
S16,STRESS,5,3,1361813845.0,1361813905.0,60,240,stress
S16,STRESS,5,4,1361813905.0,1361813965.0,60,240,stress
S17,STRESS,0,0,1361828710.0,1361828770.0,60,240,rest
S17,STRESS,0,1,1361828770.0,1361828830.0,60,240,rest
S17,STRESS,1,0,1361828884.0,1361828944.0,60,240,stress
S17,STRESS,2,0,1361828986.0,1361829046.0,60,240,rest
S17,STRESS,3,0,1361829078.0,1361829138.0,60,240,stress
S17,STRESS,3,1,1361829138.0,1361829198.0,60,240,stress
S17,STRESS,3,2,1361829198.0,1361829258.0,60,240,stress
S17,STRESS,3,3,1361829258.0,1361829318.0,60,240,stress
S17,STRESS,4,0,1361829356.0,1361829416.0,60,240,rest
S17,STRESS,4,1,1361829416.0,1361829476.0,60,240,rest
S17,STRESS,5,0,1361829515.0,1361829575.0,60,240,stress
S17,STRESS,5,1,1361829575.0,1361829635.0,60,240,stress
S17,STRESS,5,2,1361829635.0,1361829695.0,60,240,stress
S17,STRESS,5,3,1361829695.0,1361829755.0,60,240,stress
S17,STRESS,5,4,1361829755.0,1361829815.0,60,240,stress
S18,STRESS,0,0,1361830893.0,1361830953.0,60,240,rest
S18,STRESS,0,1,1361830953.0,1361831013.0,60,240,rest
S18,STRESS,0,2,1361831013.0,1361831073.0,60,240,rest
S18,STRESS,1,0,1361831077.0,1361831137.0,60,240,stress
S18,STRESS,2,0,1361831173.0,1361831233.0,60,240,rest
S18,STRESS,3,0,1361831287.0,1361831347.0,60,240,stress
S18,STRESS,3,1,1361831347.0,1361831407.0,60,240,stress
S18,STRESS,3,2,1361831407.0,1361831467.0,60,240,stress
S18,STRESS,3,3,1361831467.0,1361831527.0,60,240,stress
S18,STRESS,3,4,1361831527.0,1361831587.0,60,240,stress
S18,STRESS,4,0,1361831604.0,1361831664.0,60,240,rest
S18,STRESS,4,1,1361831664.0,1361831724.0,60,240,rest
S18,STRESS,5,0,1361831762.0,1361831822.0,60,240,stress
S18,STRESS,5,1,1361831822.0,1361831882.0,60,240,stress
S18,STRESS,5,2,1361831882.0,1361831942.0,60,240,stress
S18,STRESS,5,3,1361831942.0,1361832002.0,60,240,stress
S18,STRESS,5,4,1361832002.0,1361832062.0,60,240,stress
f01,STRESS,0,0,1371065025.0,1371065085.0,60,240,rest
f01,STRESS,0,1,1371065085.0,1371065145.0,60,240,rest
f01,STRESS,1,0,1371065146.0,1371065206.0,60,240,stress
f01,STRESS,1,1,1371065206.0,1371065266.0,60,240,stress
f01,STRESS,1,2,1371065266.0,1371065326.0,60,240,stress
f01,STRESS,1,3,1371065326.0,1371065386.0,60,240,stress
f01,STRESS,1,4,1371065386.0,1371065446.0,60,240,stress
f01,STRESS,1,5,1371065446.0,1371065506.0,60,240,stress
f01,STRESS,1,6,1371065506.0,1371065566.0,60,240,stress
f01,STRESS,2,0,1371065598.0,1371065658.0,60,240,rest
f01,STRESS,2,1,1371065658.0,1371065718.0,60,240,rest
f01,STRESS,2,2,1371065718.0,1371065778.0,60,240,rest
f01,STRESS,2,3,1371065778.0,1371065838.0,60,240,rest
f01,STRESS,2,4,1371065838.0,1371065898.0,60,240,rest
f01,STRESS,2,5,1371065898.0,1371065958.0,60,240,rest
f01,STRESS,2,6,1371065958.0,1371066018.0,60,240,rest
f01,STRESS,2,7,1371066018.0,1371066078.0,60,240,rest
f01,STRESS,2,8,1371066078.0,1371066138.0,60,240,rest
f01,STRESS,2,9,1371066138.0,1371066198.0,60,240,rest
f01,STRESS,2,10,1371066198.0,1371066258.0,60,240,rest
f01,STRESS,2,11,1371066258.0,1371066318.0,60,240,rest
f01,STRESS,2,12,1371066318.0,1371066378.0,60,240,rest
f01,STRESS,2,13,1371066378.0,1371066438.0,60,240,rest
f01,STRESS,6,0,1371066542.0,1371066602.0,60,240,unknown
f01,STRESS,6,1,1371066602.0,1371066662.0,60,240,unknown
f01,STRESS,6,2,1371066662.0,1371066722.0,60,240,unknown
f01,STRESS,6,3,1371066722.0,1371066782.0,60,240,unknown
f01,STRESS,6,4,1371066782.0,1371066842.0,60,240,unknown
f01,STRESS,6,5,1371066842.0,1371066902.0,60,240,unknown
f01,STRESS,6,6,1371066902.0,1371066962.0,60,240,unknown
f01,STRESS,6,7,1371066962.0,1371067022.0,60,240,unknown
f01,STRESS,6,8,1371067022.0,1371067082.0,60,240,unknown
f01,STRESS,6,9,1371067082.0,1371067142.0,60,240,unknown
f01,STRESS,6,10,1371067142.0,1371067202.0,60,240,unknown
f01,STRESS,6,11,1371067202.0,1371067262.0,60,240,unknown
f01,STRESS,6,12,1371067262.0,1371067322.0,60,240,unknown
f01,STRESS,6,13,1371067322.0,1371067382.0,60,240,unknown
f01,STRESS,6,14,1371067382.0,1371067442.0,60,240,unknown
f01,STRESS,6,15,1371067442.0,1371067502.0,60,240,unknown
f01,STRESS,6,16,1371067502.0,1371067562.0,60,240,unknown
f01,STRESS,6,17,1371067562.0,1371067622.0,60,240,unknown
f01,STRESS,6,18,1371067622.0,1371067682.0,60,240,unknown
f02,STRESS,0,0,1371069636.0,1371069696.0,60,240,rest
f02,STRESS,1,0,1371069714.0,1371069774.0,60,240,stress
f02,STRESS,1,1,1371069774.0,1371069834.0,60,240,stress
f02,STRESS,1,2,1371069834.0,1371069894.0,60,240,stress
f02,STRESS,1,3,1371069894.0,1371069954.0,60,240,stress
f02,STRESS,1,4,1371069954.0,1371070014.0,60,240,stress
f02,STRESS,1,5,1371070014.0,1371070074.0,60,240,stress
f02,STRESS,2,0,1371070093.0,1371070153.0,60,240,rest
f02,STRESS,2,1,1371070153.0,1371070213.0,60,240,rest
f02,STRESS,2,2,1371070213.0,1371070273.0,60,240,rest
f02,STRESS,2,3,1371070273.0,1371070333.0,60,240,rest
f02,STRESS,2,4,1371070333.0,1371070393.0,60,240,rest
f02,STRESS,2,5,1371070393.0,1371070453.0,60,240,rest
f02,STRESS,2,6,1371070453.0,1371070513.0,60,240,rest
f02,STRESS,2,7,1371070513.0,1371070573.0,60,240,rest
f02,STRESS,2,8,1371070573.0,1371070633.0,60,240,rest
f02,STRESS,2,9,1371070633.0,1371070693.0,60,240,rest
f02,STRESS,2,10,1371070693.0,1371070753.0,60,240,rest
f02,STRESS,2,11,1371070753.0,1371070813.0,60,240,rest
f02,STRESS,2,12,1371070813.0,1371070873.0,60,240,rest
f02,STRESS,4,0,1371070927.0,1371070987.0,60,240,stress
f02,STRESS,6,0,1371071024.0,1371071084.0,60,240,unknown
f02,STRESS,6,1,1371071084.0,1371071144.0,60,240,unknown
f02,STRESS,6,2,1371071144.0,1371071204.0,60,240,unknown
f02,STRESS,6,3,1371071204.0,1371071264.0,60,240,unknown
f02,STRESS,6,4,1371071264.0,1371071324.0,60,240,unknown
f02,STRESS,6,5,1371071324.0,1371071384.0,60,240,unknown
f02,STRESS,6,6,1371071384.0,1371071444.0,60,240,unknown
f03,STRESS,0,0,1371073307.0,1371073367.0,60,240,rest
f03,STRESS,0,1,1371073367.0,1371073427.0,60,240,rest
f03,STRESS,1,0,1371073471.0,1371073531.0,60,240,stress
f03,STRESS,1,1,1371073531.0,1371073591.0,60,240,stress
f03,STRESS,1,2,1371073591.0,1371073651.0,60,240,stress
f03,STRESS,1,3,1371073651.0,1371073711.0,60,240,stress
f03,STRESS,2,0,1371073732.0,1371073792.0,60,240,rest
f03,STRESS,2,1,1371073792.0,1371073852.0,60,240,rest
f03,STRESS,2,2,1371073852.0,1371073912.0,60,240,rest
f03,STRESS,2,3,1371073912.0,1371073972.0,60,240,rest
f03,STRESS,2,4,1371073972.0,1371074032.0,60,240,rest
f03,STRESS,2,5,1371074032.0,1371074092.0,60,240,rest
f03,STRESS,2,6,1371074092.0,1371074152.0,60,240,rest
f03,STRESS,2,7,1371074152.0,1371074212.0,60,240,rest
f03,STRESS,2,8,1371074212.0,1371074272.0,60,240,rest
f03,STRESS,2,9,1371074272.0,1371074332.0,60,240,rest
f03,STRESS,2,10,1371074332.0,1371074392.0,60,240,rest
f03,STRESS,2,11,1371074392.0,1371074452.0,60,240,rest
f03,STRESS,2,12,1371074452.0,1371074512.0,60,240,rest
f03,STRESS,2,13,1371074512.0,1371074572.0,60,240,rest
f03,STRESS,2,14,1371074572.0,1371074632.0,60,240,rest
f03,STRESS,2,15,1371074632.0,1371074692.0,60,240,rest
f03,STRESS,2,16,1371074692.0,1371074752.0,60,240,rest
f03,STRESS,2,17,1371074752.0,1371074812.0,60,240,rest
f03,STRESS,6,0,1371074897.0,1371074957.0,60,240,unknown
f03,STRESS,6,1,1371074957.0,1371075017.0,60,240,unknown
f03,STRESS,6,2,1371075017.0,1371075077.0,60,240,unknown
f03,STRESS,6,3,1371075077.0,1371075137.0,60,240,unknown
f03,STRESS,6,4,1371075137.0,1371075197.0,60,240,unknown
f03,STRESS,6,5,1371075197.0,1371075257.0,60,240,unknown
f03,STRESS,6,6,1371075257.0,1371075317.0,60,240,unknown
f03,STRESS,6,7,1371075317.0,1371075377.0,60,240,unknown
f03,STRESS,6,8,1371075377.0,1371075437.0,60,240,unknown
f03,STRESS,6,9,1371075437.0,1371075497.0,60,240,unknown
f03,STRESS,6,10,1371075497.0,1371075557.0,60,240,unknown
f03,STRESS,6,11,1371075557.0,1371075617.0,60,240,unknown
f03,STRESS,6,12,1371075617.0,1371075677.0,60,240,unknown
f03,STRESS,6,13,1371075677.0,1371075737.0,60,240,unknown
f03,STRESS,6,14,1371075737.0,1371075797.0,60,240,unknown
f04,STRESS,0,0,1371337273.0,1371337333.0,60,240,rest
f04,STRESS,1,0,1371337375.0,1371337435.0,60,240,stress
f04,STRESS,1,1,1371337435.0,1371337495.0,60,240,stress
f04,STRESS,1,2,1371337495.0,1371337555.0,60,240,stress
f04,STRESS,1,3,1371337555.0,1371337615.0,60,240,stress
f04,STRESS,2,0,1371337640.0,1371337700.0,60,240,rest
f04,STRESS,2,1,1371337700.0,1371337760.0,60,240,rest
f04,STRESS,2,2,1371337760.0,1371337820.0,60,240,rest
f04,STRESS,2,3,1371337820.0,1371337880.0,60,240,rest
f04,STRESS,2,4,1371337880.0,1371337940.0,60,240,rest
f04,STRESS,2,5,1371337940.0,1371338000.0,60,240,rest
f04,STRESS,2,6,1371338000.0,1371338060.0,60,240,rest
